TRUE,edriawana,spoy strela,fleis flye,Ebzen Nationalist Institute,Corporate Corporate ,Nationalist Hard Science ,fleis flye,priestein,vedrijan,241.0 42.0 55.653326006689994 -259.0 45.0 56.60678685146581,140 S edriawana Lane
TRUE,edriawana,stoydan,xusheurhiel,James Foreign Policy Council,Corporate ,Conservative Foreign Policy ,xusheurhiel,sceuw chax,uthiulor,208.0 11.0 44.20675174945662 -167.0 37.0 40.024293412934746,114 N osken
TRUE,craiya,pacren,muchaecia,Jameson Social Science Institute,Religious Religious Corporate ,Conservative Social Science ,muchaecia,gescialand,North uthiulor,171.0 10.0 18.08781715701773 -161.0 10.0 50.13174611080164,4 S xapra Street
TRUE,craiya,East xusheurhiel,vedrijan,Betsy Hard Science Council,Independent ,Nationalist Hard Science ,vedrijan,West iupreosal,eshistan,263.0 3.0 34.66039159738928 -106.0 0.0 24.232586608807495,26 E snoera Road
TRUE,edriawana,atron,claog fleau,Terry Social Science Watch,Independent ,Radical Left Social Science ,claog fleau,blob skos,claog fleau,349.0 36.0 40.80606952531204 -81.0 41.0 12.127495024300758,126 S eshistan Road
TRUE,craiya,priestein,West stroum chus,James Radical Right Watch,Independent ,Radical Right Social Science ,West stroum chus,osken,othurg,201.0 38.0 50.17508335526602 -124.0 15.0 38.5434552071054,245 E blaonia Road
TRUE,edriawana,gescialand,uthiulor,Rose Hard Science Research Institute,Independent ,Neutral Hard Science ,uthiulor,othurg,spoy strela,88.0 51.0 55.742581430242595 -206.0 40.0 6.872519636253258,42 N spoy strela
TRUE,craiya,priestein,West stroum chus,Gene Conservative Research Institute,Religious ,Conservative Social Science ,West stroum chus,pruil shium,sceuw chax,249.0 28.0 55.3398483154747 -179.0 21.0 29.424358039388565,71 S rochein Road
TRUE,craiya,spoy strela,fleis flye,Jameson Foreign Policy Think Tank,Religious Government ,Radical Right Foreign Policy ,fleis flye,oskait,East atron,189.0 56.0 53.87416366053197 -238.0 9.0 53.48232694120481,46 E iupreosal Lane
TRUE,edriawana,claog fleau,swaeq sneau,Ebzen Foreign Policy Watch,Corporate Corporate ,Conservative Foreign Policy ,swaeq sneau,iethana,iupreosal,90.0 2.0 29.207877636143348 -140.0 17.0 48.56052282204749,317 S osmurg
TRUE,craiya,priestein,West stroum chus,Sophie Foreign Policy Institute,Government Government ,Neutral Foreign Policy ,West stroum chus,blob skos,sceuw chax,192.0 23.0 51.4761610323595 -113.0 30.0 12.09062093067557,104 N South glaynia Road
TRUE,edriawana,zaspoassau,stoydan,Dorris Social Science Council,Independent ,Radical Left Social Science ,stoydan,Griffinton,iupreosal,222.0 15.0 37.692220328375065 -298.0 9.0 25.28289460936436,286 S xusheurhiel Lane
TRUE,craiya,priestein,West stroum chus,James Radical Right Think Tank,Government Corporate Corporate ,Radical Right Foreign Policy ,West stroum chus,vedrijan,othurg,142.0 12.0 55.05924760974984 -25.0 37.0 35.06534788480342,145 N greom clax
TRUE,edriawana,xusheurhiel,iofliuland,Lee Foreign Policy Council,Corporate Government ,Nationalist Foreign Policy ,iofliuland,ogrya,glaynia,190.0 46.0 9.803186405281854 -264.0 13.0 55.69715717543831,114 E koflurg Lane
TRUE,craiya,priestein,West stroum chus,Anna Hard Science Council,Corporate Government ,Neutral Hard Science ,West stroum chus,South bleuv smana,East gescialand,224.0 23.0 23.83152584405014 -341.0 7.0 0.5513836149813899,259steitho Road
TRUE,craiya,muchaecia,blob skos,Rock Radical Left Think Tank,Corporate ,Radical Left Foreign Policy ,blob skos,swaeq sneau,East priestein,117.0 37.0 26.560930335739773 -327.0 11.0 40.01187857144087,222 E atron Road
TRUE,craiya,spoy strela,ostryae,Gene Foreign Policy Think Tank,Religious Corporate Religious ,Conservative Foreign Policy ,ostryae,xapra,fleis flye,143.0 20.0 4.589279515679483 -18.0 37.0 50.161219775235736,218 S glaynia
TRUE,edriawana,atron,claog fleau,Anna Radical Left Research Institute,Government ,Radical Left Hard Science ,claog fleau,staoz flurg,Highkeep,294.0 32.0 41.01211611922871 -289.0 32.0 8.852065602257825,336 E ogrya Road
TRUE,craiya,priestein,West stroum chus,Rose Radical Left Think Tank,Religious Government Religious ,Radical Left Hard Science ,West stroum chus,blob skos,sceuw chax,70.0 28.0 29.609643080676584 -307.0 18.0 56.60034062294293,21 N osken Road
TRUE,craiya,swaeq sneau,iofliuland,Darol Social Science Research Institute,Corporate Government Corporate ,Radical Left Social Science ,iofliuland,atron,steitho,145.0 45.0 39.5465928770806 -136.0 25.0 14.670898215684955,238iupreosal
TRUE,craiya,priestein,West stroum chus,Hannah Foreign Policy Watch,Government ,Radical Left Foreign Policy ,West stroum chus,guswouca,echya,49.0 20.0 9.193347609491688 -88.0 24.0 51.19674524920148,9 E jotra Street
TRUE,craiya,East xusheurhiel,blob skos,Betsy Neutral Watch,Government Government ,Neutral Foreign Policy ,blob skos,glaynia,iupreosal,219.0 14.0 40.82153123276316 -95.0 50.0 4.274820730642709,260 E Griffinton Lane
TRUE,craiya,priestein,West stroum chus,Rose Conservative Think Tank,Government ,Conservative Social Science ,West stroum chus,guswouca,echya,160.0 59.0 24.472952444146213 -80.0 38.0 58.54935352084345,61 N pacren
TRUE,craiya,East xusheurhiel,bleuv smana,Carol Foreign Policy Council,Corporate ,Conservative Foreign Policy ,bleuv smana,Westerwynne,stroum chus,6.0 59.0 48.69082492464626 -46.0 50.0 52.377794492552084,4 S treiria
TRUE,craiya,pacren,rochein,Betsy Foreign Policy Watch,Corporate Religious Corporate ,Neutral Foreign Policy ,rochein,blob skos,stoydan,332.0 36.0 15.858045444824878 -142.0 52.0 15.427362262834462,211astrurg
TRUE,edriawana,priestein,athon,James Hard Science Think Tank,Religious Corporate Religious ,Conservative Hard Science ,athon,osken,uthiulor,127.0 30.0 2.5883866441067576 -305.0 25.0 3.6250727100648,66 S West osnyae
TRUE,edriawana,claog fleau,swaeq sneau,James Foreign Policy Think Tank,Government Corporate ,Neutral Foreign Policy ,swaeq sneau,eshistan,Griffinton,59.0 12.0 13.171291231264735 -261.0 40.0 38.872845393003416,287ostryae Road
TRUE,craiya,spoy strela,treiria,Paul Radical Right Institute,Independent ,Radical Right Foreign Policy ,treiria,snoera,xusheurhiel,290.0 31.0 15.937436376376438 -112.0 40.0 42.05819239336279,215 N guswouca Lane
TRUE,craiya,pacren,eshington,Terry Radical Right Think Tank,Religious Corporate Government ,Radical Right Social Science ,eshington,West greom clax,osmurg,67.0 2.0 40.856673205852935 -262.0 33.0 31.840812032028715,215 S atren Street
TRUE,craiya,priestein,West stroum chus,Woolley Social Science Institute,Religious Corporate Corporate ,Radical Right Social Science ,West stroum chus,vedrijan,othurg,142.0 12.0 55.05924760974984 -25.0 37.0 35.06534788480342,145 N greom clax
TRUE,edriawana,boclain,oskait,James Radical Right Research Institute,Government Corporate Government ,Radical Right Social Science ,oskait,ostryae,ostryae,21.0 2.0 9.317327171630248 -281.0 59.0 40.354647258467516,66koflurg Road
TRUE,edriawana,stoydan,rochein,Darol Hard Science Research Institute,Corporate Government Government ,Conservative Hard Science ,rochein,steitho,othurg,112.0 14.0 14.38310688158104 -44.0 22.0 38.05745733930475,221iupreosal Road
TRUE,edriawana,priestein,koflurg,Paul Radical Left Council,Religious ,Radical Left Hard Science ,koflurg,othurg,gopruyvania,15.0 13.0 34.17891266995017 -332.0 16.0 24.461938671966745,312 E South pacren
TRUE,edriawana,atron,stiuca,Hannah Foreign Policy Council,Religious Religious Government ,Nationalist Foreign Policy ,stiuca,osmurg,Griffinton,251.0 33.0 44.084416814741175 -118.0 26.0 6.123865094906936,212zaspoassau Lane
TRUE,craiya,pacren,eshington,Ebzen Hard Science Council,Independent ,Conservative Hard Science ,eshington,swoe stror,sceuw chax,8.0 37.0 13.4620018970635 -306.0 40.0 11.755358653125286,37 E oskait Street
TRUE,craiya,muchaecia,blob skos,Hannah Foreign Policy Research Institute,Religious Corporate Corporate ,Neutral Foreign Policy ,blob skos,West osken,pruil shium,66.0 39.0 34.72366612525697 -45.0 30.0 55.011641173207046,311ewhurg Lane
TRUE,craiya,spoy strela,gescialand,Elizabeth Foreign Policy Research Institute,Government Corporate ,Conservative Foreign Policy ,gescialand,osnyae,Highkeep,326.0 18.0 46.44465821323831 -174.0 53.0 2.609261530931219,98 S oskait Lane
TRUE,edriawana,spoy strela,odriasia,Lee Nationalist Council,Government Corporate ,Nationalist Social Science ,odriasia,Highkeep,West astrurg,49.0 6.0 3.448901858163901 -220.0 59.0 44.58210862081487,105 S craiya
TRUE,edriawana,boclain,atron,Elizabeth Neutral Think Tank,Corporate Religious ,Neutral Hard Science ,atron,gescialand,eshington,112.0 10.0 17.43737821324576 -144.0 27.0 13.587995500781524,126 N astrurg Lane
TRUE,edriawana,friysil,craorhiel,Hannah Foreign Policy Research Institute,Independent ,Radical Left Foreign Policy ,craorhiel,spoy strela,eshington,2.0 58.0 14.705870887918215 -215.0 36.0 45.83573738864985,249 N Griffinton Lane
TRUE,craiya,spoy strela,eshington,Betsy Hard Science Council,Corporate Corporate ,Radical Right Hard Science ,eshington,snoera,treiria,265.0 45.0 3.492689063204703 -319.0 40.0 57.10590936594686,156 E muchaecia Lane
TRUE,edriawana,xusheurhiel,claog fleau,Darol Foreign Policy Institute,Religious Religious Religious ,Radical Left Foreign Policy ,claog fleau,snoera,glaynia,311.0 25.0 6.143397643357205 -276.0 14.0 1.6827361639482752,121 N blob skos Street
TRUE,craiya,priestein,West stroum chus,Robert Social Science Council,Religious ,Radical Left Social Science ,West stroum chus,blob skos,sceuw chax,280.0 55.0 6.470527949842278 -299.0 36.0 55.00143974478245,1xusheurhiel Road
TRUE,edriawana,claog fleau,craorhiel,Jameson Social Science Council,Religious Religious Corporate ,Neutral Social Science ,craorhiel,East craorhiel,pacren,169.0 8.0 34.30213947388338 -281.0 20.0 1.8424377634868325,312 N ostryae Street
TRUE,craiya,swaeq sneau,stroum chus,Rose Radical Left Think Tank,Religious ,Radical Left Foreign Policy ,stroum chus,West osken,blob skos,120.0 17.0 56.53984428899386 -289.0 28.0 51.02072075127184,326 S uthiulor Lane
TRUE,craiya,muchaecia,blob skos,Carol Radical Right Institute,Corporate Corporate ,Radical Right Hard Science ,blob skos,bleuv smana,swoe stror,111.0 29.0 16.931048664913757 -131.0 31.0 19.66519070099291,184 N fleis flye
TRUE,craiya,muchaecia,blob skos,Jameson Radical Left Research Institute,Corporate Corporate Government ,Radical Left Social Science ,blob skos,sceuw chax,North glaynia,32.0 36.0 45.04724423866908 -246.0 45.0 38.093611341759924,157 S claog fleau Road
TRUE,craiya,pacren,osmurg,Woolley Neutral Research Institute,Government ,Neutral Foreign Policy ,osmurg,xapra,apreyles,256.0 54.0 56.012968778624646 -157.0 21.0 52.826990821114606,343West Griffinton Lane
TRUE,craiya,pacren,rochein,Carol Conservative Research Institute,Corporate Corporate Corporate ,Conservative Social Science ,rochein,blob skos,stoydan,332.0 36.0 15.858045444824878 -142.0 52.0 15.427362262834462,211astrurg
TRUE,edriawana,xusheurhiel,xapra,Jason Radical Right Institute,Religious Religious Corporate ,Radical Right Social Science ,xapra,gescialand,craiya,255.0 47.0 48.98485585698239 -104.0 37.0 56.79913360762981,235 N guswouca Street
TRUE,craiya,pacren,rochein,Darol Social Science Watch,Independent ,Radical Right Social Science ,rochein,blaonia,stoydan,82.0 59.0 22.357590865951153 -253.0 45.0 40.53387097428937,171 N athon
TRUE,craiya,priestein,West stroum chus,Borris Conservative Council,Corporate Religious ,Conservative Hard Science ,West stroum chus,Griffinton,qotria,111.0 16.0 14.08638430823698 -40.0 41.0 11.678433407799059,99 E staoz flurg Road
TRUE,craiya,swaeq sneau,oskait,Elizabeth Hard Science Council,Corporate Government ,Radical Left Hard Science ,oskait,West craorhiel,xapra,247.0 26.0 48.00327554510621 -12.0 45.0 52.889081007239184,41 N craorhiel
TRUE,craiya,swaeq sneau,Westerwynne,Rock Hard Science Research Institute,Independent ,Nationalist Hard Science ,Westerwynne,osken,koflurg,206.0 5.0 58.6328148890694 -119.0 30.0 20.462539255924963,181 N zaspoassau
TRUE,edriawana,atron,claog fleau,Darol Radical Left Watch,Government Religious ,Radical Left Social Science ,claog fleau,koflurg,boclain,248.0 48.0 1.0837810597833086 -191.0 45.0 22.559188864526273,304 S South xusheurhiel
TRUE,craiya,swaeq sneau,gescialand,Betsy Foreign Policy Council,Independent ,Nationalist Foreign Policy ,gescialand,steitho,uthiulor,170.0 8.0 55.04621280903093 -136.0 9.0 37.93833732013106,25 S South zaspoassau
TRUE,edriawana,zaspoassau,East othurg,Betsy Conservative Think Tank,Corporate Government Corporate ,Conservative Social Science ,East othurg,iethana,swaeq sneau,138.0 51.0 49.944902128766465 -281.0 52.0 35.1782648792349,32 E muchaecia Road
TRUE,craiya,priestein,West stroum chus,Ebzen Foreign Policy Watch,Government Religious ,Radical Right Foreign Policy ,West stroum chus,Griffinton,qotria,338.0 32.0 45.050510959579164 -238.0 12.0 24.751176648019207,225 S jotra Road
TRUE,craiya,muchaecia,blob skos,Jason Social Science Think Tank,Corporate Corporate ,Radical Left Social Science ,blob skos,xapra,snoera,127.0 7.0 23.872141651750287 -300.0 36.0 29.505302664719398,77 E muchaecia
TRUE,edriawana,friysil,craorhiel,Paul Foreign Policy Think Tank,Independent ,Radical Right Foreign Policy ,craorhiel,blaonia,odriasia,316.0 37.0 48.31176972444551 -174.0 42.0 38.39312257947417,37 S qotria
TRUE,edriawana,atron,stiuca,Borris Foreign Policy Research Institute,Government Corporate ,Conservative Foreign Policy ,stiuca,iupreosal,fleis flye,61.0 50.0 46.07644257418668 -349.0 16.0 35.78431199643265,3 E treiria Lane
TRUE,edriawana,zaspoassau,iofliuland,Betsy Radical Left Institute,Corporate Religious Government ,Radical Left Hard Science ,iofliuland,iethana,ogrya,199.0 56.0 4.688276437166918 -205.0 31.0 39.95130010527013,243 S xusheurhiel
TRUE,craiya,pacren,Highkeep,Lee Conservative Watch,Independent ,Conservative Foreign Policy ,Highkeep,West glaynia,ostryae,146.0 29.0 16.311358424577 -116.0 25.0 48.94721768023487,269 N iethana Lane
TRUE,edriawana,atron,sceuw chax,Hannah Social Science Council,Independent ,Neutral Social Science ,sceuw chax,gopruyvania,spoy strela,214.0 13.0 4.827607040720792 -191.0 14.0 37.16974062942329,344 E stroum chus Lane
TRUE,craiya,swaeq sneau,Westerwynne,Hannah Nationalist Council,Government Corporate Government ,Nationalist Hard Science ,Westerwynne,eshistan,atren,244.0 37.0 6.812407264914668 -73.0 53.0 23.503767267671666,351East stoydan Road
TRUE,craiya,muchaecia,blob skos,Robert Neutral Institute,Corporate ,Neutral Social Science ,blob skos,iofliuland,East swaeq sneau,82.0 40.0 24.00031488362702 -329.0 35.0 55.4114286219713,233 S craorhiel Lane
TRUE,edriawana,friysil,craorhiel,Sophie Radical Right Think Tank,Independent ,Radical Right Foreign Policy ,craorhiel,iupreosal,odriasia,6.0 20.0 5.058856458101821 -87.0 10.0 15.92550323065968,52 E muchaecia Lane
TRUE,edriawana,gescialand,fleis flye,Dorris Neutral Think Tank,Independent ,Neutral Social Science ,fleis flye,athon,uthiulor,185.0 21.0 32.22544632906727 -316.0 16.0 34.71905561665731,344 E rochein Road
TRUE,craiya,swaeq sneau,iofliuland,Rose Social Science Council,Religious ,Neutral Social Science ,iofliuland,zaspoassau,blob skos,138.0 58.0 2.1994514188188057 -246.0 58.0 55.22233651179971,142iupreosal
TRUE,craiya,iupreosal,swaeq sneau,Darol Conservative Research Institute,Government ,Conservative Foreign Policy ,swaeq sneau,South atren,spoy strela,46.0 27.0 52.79775895550297 -236.0 30.0 25.190373599457818,70apreyles Road
TRUE,edriawana,gescialand,fleis flye,Anna Neutral Institute,Corporate Corporate Religious ,Neutral Hard Science ,fleis flye,gescialand,uthiulor,223.0 31.0 22.24037897279773 -101.0 2.0 25.18406955263576,266 N craiya Road
TRUE,edriawana,xusheurhiel,claog fleau,Gale Social Science Institute,Independent ,Conservative Social Science ,claog fleau,athon,gopruyvania,192.0 39.0 53.27405879547463 -104.0 56.0 18.899378078055992,257iupreosal
TRUE,edriawana,boclain,atron,Hannah Hard Science Watch,Government Corporate ,Radical Right Hard Science ,atron,echya,steitho,305.0 19.0 16.940280835404064 -259.0 14.0 29.722660040101715,126 N friysil
TRUE,craiya,iupreosal,ogrya,Jameson Conservative Think Tank,Religious ,Conservative Foreign Policy ,ogrya,osken,North edriawana,354.0 44.0 24.859975449068955 -149.0 57.0 26.99736801675116,341 S greom clax
TRUE,edriawana,friysil,craorhiel,Jameson Social Science Institute,Government Corporate ,Neutral Social Science ,craorhiel,ostryae,eshington,193.0 26.0 36.273800865346246 -225.0 1.0 16.802879669336622,11 N Griffinton Road
TRUE,edriawana,zaspoassau,sceuw chax,Rock Social Science Council,Religious ,Radical Right Social Science ,sceuw chax,fleis flye,Westerwynne,154.0 11.0 4.5034668735364605 -351.0 37.0 15.98558251496044,238stroum chus Road
TRUE,craiya,swaeq sneau,North snoera,Betsy Radical Left Watch,Corporate Corporate Government ,Radical Left Foreign Policy ,North snoera,North athon,koflurg,131.0 24.0 29.59017057458182 -286.0 23.0 31.11513018142439,260 N North osnyae
TRUE,craiya,priestein,West stroum chus,Jason Conservative Institute,Independent ,Conservative Hard Science ,West stroum chus,glaynia,echya,357.0 12.0 9.786029277707174 -347.0 19.0 10.218893170988125,274 S craiya Road
TRUE,edriawana,boclain,astrurg,Borris Social Science Research Institute,Corporate Government Government ,Radical Left Social Science ,astrurg,blaonia,greom clax,236.0 6.0 53.82039136794109 -308.0 46.0 8.575376419375603,195 N jotra Street
TRUE,edriawana,claog fleau,swaeq sneau,Elizabeth Foreign Policy Council,Government Religious Religious ,Nationalist Foreign Policy ,swaeq sneau,greom clax,greom clax,250.0 1.0 29.8550460631846 -151.0 0.0 42.1504948548836,234Westerwynne Street
TRUE,craiya,iupreosal,glaynia,Terry Foreign Policy Institute,Corporate ,Radical Right Foreign Policy ,glaynia,Westerwynne,friysil,42.0 30.0 40.4548726265693 -16.0 6.0 11.953823865094618,236 E Westerwynne Street
TRUE,edriawana,priestein,athon,Gale Conservative Research Institute,Corporate ,Conservative Foreign Policy ,athon,atron,fleis flye,181.0 10.0 45.77802366141636 -228.0 53.0 18.344451494212443,264 E swaeq sneau Lane
TRUE,edriawana,zaspoassau,othurg,Jason Radical Left Research Institute,Corporate Corporate Corporate ,Radical Left Foreign Policy ,othurg,East iofliuland,ostryae,235.0 38.0 34.28561873368399 -79.0 0.0 3.2043563645497772,71uthiulor Street
TRUE,edriawana,priestein,athon,Darol Nationalist Research Institute,Corporate Religious Government ,Nationalist Foreign Policy ,athon,rochein,fleis flye,76.0 10.0 56.322127370002505 -118.0 13.0 6.222693390103824,155echya
TRUE,edriawana,priestein,koflurg,Rose Hard Science Watch,Religious Government Government ,Neutral Hard Science ,koflurg,oskait,West gescialand,213.0 19.0 35.868786157295084 -181.0 54.0 9.790123833218448,349 E athon
TRUE,edriawana,iofliuland,stoydan,Lee Social Science Research Institute,Corporate Government ,Radical Right Social Science ,stoydan,gopruyvania,osken,311.0 41.0 31.258392391928634 -260.0 57.0 20.17053663128048,294 E Westerwynne Lane
TRUE,edriawana,priestein,snoera,Paul Foreign Policy Research Institute,Independent ,Radical Right Foreign Policy ,snoera,boclain,bleuv smana,325.0 39.0 38.81665844865508 -254.0 10.0 10.660233244022873,72 N Westerwynne Lane
TRUE,craiya,priestein,West stroum chus,Jameson Radical Left Watch,Independent ,Radical Left Hard Science ,West stroum chus,Griffinton,qotria,344.0 9.0 51.69746170219016 -19.0 10.0 9.768467563648871,205 N xapra Road
TRUE,edriawana,priestein,snoera,James Nationalist Watch,Independent ,Nationalist Social Science ,snoera,spoy strela,greom clax,253.0 20.0 49.56896025905623 -273.0 57.0 52.36177704291382,260 S craorhiel Lane
TRUE,craiya,priestein,West stroum chus,Hannah Social Science Think Tank,Independent ,Radical Left Social Science ,West stroum chus,osken,othurg,196.0 0.0 5.110724850829865 -318.0 5.0 4.636019058115596,334 N qotria Street
TRUE,craiya,East xusheurhiel,blob skos,Gale Conservative Institute,Religious Religious ,Conservative Hard Science ,blob skos,blaonia,iupreosal,253.0 5.0 54.47307120312566 -84.0 6.0 33.503627164718395,67 E steitho
TRUE,craiya,swaeq sneau,stiuca,Hannah Social Science Council,Government ,Neutral Social Science ,stiuca,zaspoassau,blob skos,258.0 0.0 51.8831353535131 -70.0 32.0 28.155552803727456,294 E echya
TRUE,craiya,East xusheurhiel,blob skos,Carol Nationalist Research Institute,Religious ,Nationalist Social Science ,blob skos,koflurg,snoera,0.0 51.0 14.566669264842558 -336.0 7.0 20.258857793461694,221pruil shium Street
TRUE,edriawana,stoydan,xusheurhiel,Terry Conservative Research Institute,Independent ,Conservative Hard Science ,xusheurhiel,ogrya,uthiulor,270.0 57.0 42.49910274119768 -192.0 38.0 52.51622133207185,318 S glaynia Street
TRUE,craiya,priestein,West stroum chus,Paul Radical Right Research Institute,Corporate Religious ,Radical Right Social Science ,West stroum chus,craorhiel,fleisau,319.0 48.0 1.263884795388626 -55.0 48.0 9.391723057131145,158jotra Road
TRUE,edriawana,iofliuland,stoydan,Borris Nationalist Institute,Corporate ,Nationalist Social Science ,stoydan,glaynia,osken,238.0 42.0 38.35691750460165 -1.0 2.0 1.070982798677512,200priestein
TRUE,craiya,East xusheurhiel,fleisau,Gale Neutral Council,Corporate ,Neutral Hard Science ,fleisau,odriasia,stroum chus,307.0 31.0 7.460264984176609 -331.0 30.0 57.27215256472235,347 E steitho Street
TRUE,craiya,pacren,rochein,Jameson Nationalist Watch,Corporate Religious ,Nationalist Social Science ,rochein,ogrya,stoydan,299.0 43.0 40.766199122264744 -45.0 8.0 44.13344016192579,56blaonia Lane
TRUE,edriawana,boclain,atron,Betsy Hard Science Watch,Corporate Corporate Corporate ,Radical Left Hard Science ,atron,South rochein,spoy strela,110.0 30.0 4.839560266569906 -188.0 27.0 10.105869542066547,288 S claog fleau Road
TRUE,craiya,priestein,West stroum chus,Sophie Conservative Watch,Religious Religious ,Conservative Hard Science ,West stroum chus,South guswouca,snoera,109.0 19.0 17.808111088376084 -125.0 50.0 29.688768543665873,216 E astrurg
TRUE,edriawana,spoy strela,blaonia,Lee Hard Science Institute,Religious Corporate Government ,Conservative Hard Science ,blaonia,atren,craiya,173.0 31.0 53.563104433893436 -120.0 6.0 4.409820839497067,266 E priestein Road
TRUE,edriawana,friysil,craorhiel,Mera Neutral Watch,Independent ,Neutral Hard Science ,craorhiel,blaonia,odriasia,64.0 56.0 27.18574341072252 -185.0 20.0 0.044654264298617186,105stiuca Street
TRUE,edriawana,iofliuland,stoydan,Jameson Radical Right Institute,Independent ,Radical Right Social Science ,stoydan,othurg,osken,332.0 56.0 49.55881778470815 -143.0 38.0 16.041308524540362,326pruil shium Road
TRUE,craiya,East xusheurhiel,blob skos,Woolley Conservative Council,Corporate Government ,Conservative Social Science ,blob skos,pacren,iupreosal,309.0 0.0 30.33100829154259 -140.0 18.0 11.761629292768923,167 E iofliuland
TRUE,edriawana,xusheurhiel,atren,Dorris Hard Science Think Tank,Religious Corporate ,Conservative Hard Science ,atren,Griffinton,guswouca,133.0 45.0 44.5451116646264 -175.0 11.0 16.3550345458408,304odriasia Lane
TRUE,edriawana,claog fleau,odriasia,Betsy Social Science Watch,Government ,Nationalist Social Science ,odriasia,snoera,xapra,286.0 4.0 27.857692031947604 -144.0 38.0 12.055939035993694,188 N South claog fleau Road
TRUE,edriawana,friysil,craorhiel,Sophie Conservative Council,Corporate Religious ,Conservative Social Science ,craorhiel,eshington,odriasia,49.0 38.0 21.81491930420809 -178.0 48.0 42.62499936195683,300 N xusheurhiel Lane
TRUE,craiya,priestein,West stroum chus,Carol Radical Right Research Institute,Religious Corporate Religious ,Radical Right Foreign Policy ,West stroum chus,vedrijan,othurg,31.0 8.0 48.1745695862612 -206.0 39.0 13.061431990309067,345 N craiya
TRUE,edriawana,xusheurhiel,muchaecia,Anna Foreign Policy Institute,Independent ,Radical Right Foreign Policy ,muchaecia,muchaecia,xapra,15.0 43.0 23.083148501634877 -194.0 56.0 20.1678407332383,116 N atron
TRUE,craiya,spoy strela,eshington,Carol Neutral Council,Religious ,Neutral Hard Science ,eshington,glaynia,ostryae,60.0 34.0 35.868050978454654 -57.0 7.0 53.37058022277744,156 N West pacren Lane
TRUE,edriawana,spoy strela,rochein,Rose Foreign Policy Watch,Corporate Government Government ,Radical Right Foreign Policy ,rochein,atren,swaeq sneau,345.0 37.0 17.84219536424375 -253.0 42.0 56.538978829319966,221stoydan Road
TRUE,edriawana,xusheurhiel,atren,Ebzen Neutral Council,Religious Religious Government ,Neutral Hard Science ,atren,blob skos,East astrurg,121.0 3.0 36.706115701467475 -64.0 41.0 44.122391513720814,153 E jotra Road
TRUE,edriawana,zaspoassau,iofliuland,Gene Foreign Policy Institute,Corporate Religious Religious ,Nationalist Foreign Policy ,iofliuland,blob skos,uthiulor,219.0 42.0 43.05045482156249 -1.0 0.0 0.7746146477810651,309 S iupreosal Road
TRUE,craiya,iupreosal,astrurg,Lee Social Science Council,Independent ,Radical Right Social Science ,astrurg,oskait,pruil shium,242.0 5.0 39.201343914700814 -18.0 39.0 8.728753256792675,79 S atren
TRUE,craiya,spoy strela,ostryae,Carol Hard Science Council,Government ,Radical Left Hard Science ,ostryae,boclain,sceuw chax,291.0 57.0 37.297857556047504 -124.0 48.0 20.569954096356206,138 E claog fleau
TRUE,craiya,spoy strela,eshington,Elizabeth Foreign Policy Institute,Government ,Conservative Foreign Policy ,eshington,koflurg,ostryae,225.0 53.0 13.02947663099212 -144.0 41.0 32.25168723986224,358 S echya Lane
TRUE,edriawana,zaspoassau,iofliuland,Rose Conservative Research Institute,Government ,Conservative Social Science ,iofliuland,craorhiel,friysil,138.0 57.0 52.508011158819855 -180.0 18.0 27.670022263485848,38 N astrurg Road
TRUE,craiya,priestein,West stroum chus,James Foreign Policy Research Institute,Religious Religious ,Radical Left Foreign Policy ,West stroum chus,staoz flurg,snoera,211.0 25.0 27.855774290695667 -280.0 23.0 55.742043953365595,229 N eshistan Lane
TRUE,edriawana,gescialand,fleis flye,Anna Social Science Institute,Government ,Radical Left Social Science ,fleis flye,South jotra,eshington,51.0 37.0 11.053554002955288 -252.0 20.0 1.8524226947528144,154North ewhurg Road
TRUE,craiya,spoy strela,East koflurg,Jameson Radical Right Institute,Independent ,Radical Right Social Science ,East koflurg,friysil,gescialand,144.0 22.0 31.096982579525577 -328.0 48.0 7.660754785760816,88boclain Road
TRUE,edriawana,gescialand,fleis flye,Elizabeth Social Science Watch,Religious Government ,Radical Right Social Science ,fleis flye,gescialand,uthiulor,223.0 31.0 22.24037897279773 -101.0 2.0 25.18406955263576,266 N craiya Road
TRUE,craiya,priestein,West stroum chus,Jason Foreign Policy Think Tank,Independent ,Radical Right Foreign Policy ,West stroum chus,ogrya,sceuw chax,36.0 8.0 3.6059320373094765 -138.0 17.0 9.950219675667105,187 S astrurg Lane
TRUE,craiya,swaeq sneau,Westerwynne,Anna Social Science Council,Religious ,Conservative Social Science ,Westerwynne,swoe stror,swoe stror,204.0 8.0 33.189192878025025 -25.0 42.0 45.53624175200528,132koflurg
TRUE,craiya,spoy strela,gescialand,Jameson Nationalist Council,Independent ,Nationalist Social Science ,gescialand,jotra,bleuv smana,335.0 12.0 45.645748075817075 -142.0 26.0 51.305081001993386,12 S Highkeep Street
TRUE,craiya,pacren,muchaecia,Jason Foreign Policy Watch,Independent ,Nationalist Foreign Policy ,muchaecia,swaeq sneau,eshistan,141.0 56.0 32.06627367623738 -294.0 42.0 9.049734628851489,181 E staoz flurg
